Campaign Name,Campaign ID,Ad Group Name,By Day,Age,Gender,Cost,CPM,CPC,CTR,Impressions,Clicks,Conversions,Cost per Conversion,Currency
TT_PRODUKTLAUNCH26,1789010002,Spark_Ads,10/27/2026,45-54,Male,13.76,4.27,0.32,1.32,3222,43,1,13.76,EUR
TT_PRODUKTLAUNCH26,1789010002,InFeed_Launch,10/27/2026,35-44,Male,30.4,10.22,0.4,2.56,2974,76,1,30.4,EUR
TT_LETO26_BrandAware,1789010001,Spark_Awareness,06/10/2026,18-24,Male,10.2,5.24,0.34,1.54,1947,30,0,,EUR
TT_LETO26_BrandAware,1789010001,InFeed_Prospecting,06/18/2026,55-64,Female,15.66,4.81,0.29,1.66,3259,54,0,,EUR
TT_LETO26_BrandAware,1789010001,Spark_Awareness,06/06/2026,25-34,Female,21.42,7.29,0.42,1.74,2938,51,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,TopView,10/01/2026,65+,Female,24.57,8.4,0.63,1.33,2925,39,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,Spark_Ads,09/28/2026,65+,Male,12.21,5.04,0.33,1.54,2423,37,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,InFeed_Launch,08/17/2026,65+,Female,8.8,6.11,0.44,1.36,1440,20,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,Spark_Ads,09/28/2026,35-44,Female,35.65,6.56,0.31,2.12,5438,115,1,35.65,EUR
TT_LETO26_BrandAware,1789010001,InFeed_Retarget,06/14/2026,18-24,Female,15.6,11.53,0.4,2.91,1353,39,0,,EUR
TT_LETO26_BrandAware,1789010001,InFeed_Prospecting,07/01/2026,18-24,Male,9.5,2.42,0.25,0.97,3918,38,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,InFeed_Launch,10/18/2026,18-24,Male,21.12,7.93,0.44,1.8,2664,48,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,InFeed_Launch,09/19/2026,45-54,Female,28.0,9.79,0.4,2.46,2860,70,1,28.0,EUR
TT_LETO26_BrandAware,1789010001,Spark_Awareness,07/07/2026,55-64,Male,15.17,8.47,0.41,2.04,1790,37,0,,EUR
TT_LETO26_BrandAware,1789010001,Spark_Awareness,07/09/2026,25-34,Female,23.6,5.92,0.4,1.47,3985,59,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,InFeed_Launch,08/24/2026,65+,Male,9.62,4.99,0.37,1.33,1929,26,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,TopView,09/12/2026,18-24,Male,18.0,3.06,0.5,0.62,5880,36,0,,EUR
TT_LETO26_BrandAware,1789010001,InFeed_Prospecting,06/29/2026,65+,Male,11.47,7.17,0.37,1.91,1599,31,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,InFeed_Launch,09/04/2026,55-64,Male,15.84,5.26,0.36,1.47,3011,44,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,Spark_Ads,10/22/2026,25-34,Female,34.85,5.01,0.41,1.23,6956,85,1,34.85,EUR
TT_LETO26_BrandAware,1789010001,Spark_Awareness,07/18/2026,55-64,Female,8.12,3.77,0.28,1.36,2153,29,0,,EUR
TT_LETO26_BrandAware,1789010001,InFeed_Prospecting,06/10/2026,35-44,Male,22.32,5.02,0.36,1.4,4444,62,0,,EUR
TT_LETO26_BrandAware,1789010001,InFeed_Retarget,07/02/2026,35-44,Male,19.11,9.82,0.39,2.54,1946,49,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,TopView,09/23/2026,35-44,Female,24.38,5.08,0.53,0.96,4797,46,0,,EUR
TT_LETO26_BrandAware,1789010001,Spark_Awareness,07/02/2026,45-54,Male,8.41,3.5,0.29,1.19,2403,29,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,InFeed_Launch,09/09/2026,65+,Male,6.08,5.98,0.32,1.86,1016,19,0,,EUR
TT_LETO26_BrandAware,1789010001,Spark_Awareness,06/19/2026,25-34,Female,32.9,9.22,0.47,1.95,3567,70,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,TopView,09/16/2026,45-54,Female,15.66,3.47,0.54,0.65,4517,29,0,,EUR
TT_LETO26_BrandAware,1789010001,InFeed_Retarget,07/22/2026,55-64,Female,5.28,7.21,0.44,1.68,732,12,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,Spark_Ads,08/29/2026,18-24,Male,34.51,6.83,0.29,2.36,5053,119,1,34.51,EUR
TT_LETO26_BrandAware,1789010001,InFeed_Retarget,06/06/2026,35-44,Female,13.44,9.0,0.32,2.8,1493,42,0,,EUR
TT_LETO26_BrandAware,1789010001,InFeed_Retarget,06/16/2026,35-44,Male,15.68,9.57,0.49,1.95,1638,32,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,Spark_Ads,09/28/2026,55-64,Female,18.9,6.15,0.35,1.75,3073,54,1,18.9,EUR
TT_PRODUKTLAUNCH26,1789010002,InFeed_Launch,09/02/2026,45-54,Female,9.66,5.58,0.42,1.34,1732,23,0,,EUR
TT_LETO26_BrandAware,1789010001,InFeed_Prospecting,07/10/2026,18-24,Male,11.6,3.22,0.29,1.1,3601,40,0,,EUR
TT_LETO26_BrandAware,1789010001,Spark_Awareness,06/07/2026,55-64,Male,7.41,4.48,0.39,1.15,1653,19,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,Spark_Ads,08/23/2026,45-54,Male,12.76,4.2,0.29,1.46,3035,44,1,12.76,EUR
TT_PRODUKTLAUNCH26,1789010002,InFeed_Launch,09/15/2026,45-54,Male,28.38,9.39,0.43,2.19,3023,66,1,28.38,EUR
TT_PRODUKTLAUNCH26,1789010002,InFeed_Launch,09/07/2026,65+,Male,17.6,8.29,0.32,2.57,2123,55,1,17.6,EUR
TT_LETO26_BrandAware,1789010001,Spark_Awareness,06/28/2026,18-24,Female,8.14,5.19,0.37,1.38,1568,22,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,TopView,10/21/2026,18-24,Male,35.64,6.84,0.54,1.26,5213,66,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,TopView,08/17/2026,45-54,Male,22.55,4.44,0.55,0.81,5074,41,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,InFeed_Launch,10/24/2026,45-54,Male,19.68,10.6,0.41,2.59,1856,48,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,Spark_Ads,10/24/2026,45-54,Female,17.67,4.05,0.31,1.3,4363,57,1,17.67,EUR
TT_PRODUKTLAUNCH26,1789010002,InFeed_Launch,10/26/2026,18-24,Male,20.91,5.68,0.41,1.37,3682,51,1,20.91,EUR
TT_PRODUKTLAUNCH26,1789010002,TopView,09/06/2026,18-24,Male,29.04,4.45,0.44,1.01,6527,66,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,Spark_Ads,09/09/2026,55-64,Male,18.8,8.39,0.47,1.78,2240,40,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,Spark_Ads,09/22/2026,55-64,Male,24.09,7.16,0.33,2.16,3366,73,1,24.09,EUR
TT_PRODUKTLAUNCH26,1789010002,TopView,08/31/2026,25-34,Male,47.0,6.93,0.5,1.38,6784,94,1,47.0,EUR
TT_LETO26_BrandAware,1789010001,Spark_Awareness,06/10/2026,45-54,Female,13.8,5.39,0.3,1.8,2562,46,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,Spark_Ads,08/17/2026,55-64,Male,36.08,8.11,0.41,1.98,4447,88,1,36.08,EUR
TT_LETO26_BrandAware,1789010001,InFeed_Prospecting,06/06/2026,45-54,Female,26.4,5.89,0.3,1.97,4480,88,0,,EUR
TT_LETO26_BrandAware,1789010001,InFeed_Prospecting,07/01/2026,35-44,Female,19.8,8.36,0.44,1.9,2368,45,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,TopView,09/25/2026,35-44,Male,18.9,3.99,0.54,0.75,4738,35,0,,EUR
TT_LETO26_BrandAware,1789010001,InFeed_Retarget,07/05/2026,18-24,Female,9.9,8.61,0.33,2.58,1150,30,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,InFeed_Launch,08/18/2026,18-24,Female,30.66,9.13,0.42,2.18,3359,73,1,30.66,EUR
TT_PRODUKTLAUNCH26,1789010002,InFeed_Launch,08/31/2026,35-44,Female,23.46,5.23,0.34,1.54,4482,69,1,23.46,EUR
TT_LETO26_BrandAware,1789010001,Spark_Awareness,07/20/2026,45-54,Female,13.8,7.13,0.46,1.55,1936,30,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,TopView,09/12/2026,55-64,Female,18.06,4.93,0.42,1.17,3662,43,0,,EUR
TT_LETO26_BrandAware,1789010001,Spark_Awareness,07/05/2026,18-24,Female,9.4,6.48,0.47,1.37,1450,20,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,Spark_Ads,09/20/2026,35-44,Female,13.5,3.63,0.3,1.2,3716,45,1,13.5,EUR
TT_PRODUKTLAUNCH26,1789010002,InFeed_Launch,10/02/2026,55-64,Female,19.6,8.19,0.49,1.66,2394,40,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,TopView,10/26/2026,65+,Female,11.5,3.68,0.5,0.74,3123,23,0,,EUR
TT_LETO26_BrandAware,1789010001,InFeed_Prospecting,06/29/2026,45-54,Male,15.05,4.83,0.43,1.11,3113,35,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,Spark_Ads,09/03/2026,65+,Female,21.0,8.57,0.5,1.72,2449,42,1,21.0,EUR
TT_PRODUKTLAUNCH26,1789010002,InFeed_Launch,09/18/2026,45-54,Male,19.8,9.09,0.44,2.07,2179,45,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,InFeed_Launch,09/10/2026,25-34,Male,17.28,5.68,0.32,1.77,3042,54,1,17.28,EUR
TT_PRODUKTLAUNCH26,1789010002,Spark_Ads,08/23/2026,65+,Female,15.99,7.92,0.39,2.05,2018,41,0,,EUR
TT_LETO26_BrandAware,1789010001,Spark_Awareness,07/01/2026,35-44,Female,12.6,4.75,0.3,1.56,2655,42,0,,EUR
TT_LETO26_BrandAware,1789010001,InFeed_Retarget,06/05/2026,55-64,Female,12.74,13.88,0.49,2.79,918,26,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,Spark_Ads,09/01/2026,55-64,Female,25.16,6.19,0.34,1.81,4064,74,1,25.16,EUR
TT_PRODUKTLAUNCH26,1789010002,InFeed_Launch,09/14/2026,65+,Female,8.17,8.9,0.43,2.06,918,19,0,,EUR
TT_LETO26_BrandAware,1789010001,Spark_Awareness,06/12/2026,18-24,Female,9.43,7.27,0.41,1.8,1297,23,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,Spark_Ads,09/04/2026,55-64,Male,31.54,7.3,0.38,1.91,4323,83,1,31.54,EUR
TT_LETO26_BrandAware,1789010001,InFeed_Retarget,06/20/2026,25-34,Male,17.16,11.72,0.39,2.98,1464,44,0,,EUR
TT_LETO26_BrandAware,1789010001,Spark_Awareness,07/27/2026,45-54,Female,24.94,7.97,0.43,1.86,3129,58,0,,EUR
TT_LETO26_BrandAware,1789010001,Spark_Awareness,07/02/2026,65+,Female,7.79,4.84,0.41,1.2,1610,19,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,InFeed_Launch,08/21/2026,65+,Female,4.95,4.59,0.33,1.35,1078,15,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,Spark_Ads,10/10/2026,55-64,Male,21.93,9.02,0.43,2.11,2430,51,1,21.93,EUR
TT_PRODUKTLAUNCH26,1789010002,TopView,09/25/2026,45-54,Male,23.46,4.29,0.46,0.94,5473,51,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,InFeed_Launch,09/22/2026,65+,Male,14.06,7.35,0.38,1.93,1913,37,0,,EUR
TT_LETO26_BrandAware,1789010001,Spark_Awareness,07/18/2026,18-24,Female,13.33,5.05,0.43,1.16,2639,31,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,InFeed_Launch,09/14/2026,18-24,Female,17.76,6.35,0.37,1.71,2795,48,0,,EUR
TT_LETO26_BrandAware,1789010001,Spark_Awareness,08/04/2026,55-64,Male,4.65,3.54,0.31,1.11,1314,15,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,TopView,09/13/2026,55-64,Male,12.0,4.48,0.5,0.91,2677,24,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,InFeed_Launch,09/19/2026,25-34,Male,35.0,9.96,0.5,1.99,3513,70,1,35.0,EUR
TT_LETO26_BrandAware,1789010001,InFeed_Prospecting,06/26/2026,18-24,Female,7.03,4.02,0.37,1.06,1750,19,0,,EUR
TT_LETO26_BrandAware,1789010001,Spark_Awareness,08/08/2026,35-44,Female,31.05,9.06,0.45,2.02,3426,69,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,TopView,09/14/2026,65+,Female,20.4,6.18,0.68,0.9,3300,30,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,InFeed_Launch,08/25/2026,35-44,Female,20.3,7.89,0.35,2.25,2572,58,1,20.3,EUR
TT_LETO26_BrandAware,1789010001,InFeed_Retarget,07/10/2026,18-24,Male,15.04,8.76,0.47,1.85,1716,32,0,,EUR
TT_LETO26_BrandAware,1789010001,Spark_Awareness,06/28/2026,65+,Male,4.95,4.07,0.33,1.26,1216,15,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,InFeed_Launch,09/15/2026,55-64,Female,31.0,12.3,0.5,2.47,2521,62,1,31.0,EUR
TT_PRODUKTLAUNCH26,1789010002,InFeed_Launch,09/08/2026,25-34,Male,40.74,9.96,0.42,2.38,4089,97,1,40.74,EUR
TT_PRODUKTLAUNCH26,1789010002,TopView,10/10/2026,65+,Male,19.0,5.09,0.5,1.03,3730,38,0,,EUR
TT_LETO26_BrandAware,1789010001,InFeed_Prospecting,07/01/2026,55-64,Female,16.66,4.81,0.34,1.4,3464,49,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,Spark_Ads,08/21/2026,55-64,Male,13.63,3.32,0.29,1.16,4102,47,1,13.63,EUR
TT_PRODUKTLAUNCH26,1789010002,InFeed_Launch,08/26/2026,45-54,Female,32.76,10.05,0.52,1.92,3259,63,1,32.76,EUR
TT_LETO26_BrandAware,1789010001,Spark_Awareness,06/08/2026,18-24,Female,9.6,4.66,0.3,1.58,2060,32,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,InFeed_Launch,09/09/2026,18-24,Female,10.15,5.04,0.35,1.46,2013,29,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,TopView,09/23/2026,65+,Male,22.77,6.36,0.69,0.93,3578,33,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,Spark_Ads,09/11/2026,65+,Female,16.0,5.87,0.5,1.16,2727,32,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,InFeed_Launch,10/28/2026,45-54,Female,26.0,11.44,0.5,2.3,2272,52,1,26.0,EUR
TT_LETO26_BrandAware,1789010001,Spark_Awareness,06/12/2026,45-54,Male,25.35,7.18,0.39,1.84,3531,65,0,,EUR
TT_LETO26_BrandAware,1789010001,Spark_Awareness,07/11/2026,65+,Male,7.14,7.32,0.34,2.16,976,21,0,,EUR
TT_LETO26_BrandAware,1789010001,InFeed_Retarget,08/06/2026,18-24,Male,11.76,7.49,0.42,1.78,1571,28,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,InFeed_Launch,09/30/2026,35-44,Female,29.0,9.42,0.5,1.87,3077,58,1,29.0,EUR
TT_LETO26_BrandAware,1789010001,InFeed_Retarget,07/07/2026,35-44,Female,17.02,9.38,0.37,2.55,1815,46,0,,EUR
TT_LETO26_BrandAware,1789010001,Spark_Awareness,07/29/2026,18-24,Female,8.8,5.93,0.44,1.35,1485,20,0,,EUR
TT_LETO26_BrandAware,1789010001,Spark_Awareness,07/20/2026,25-34,Male,14.72,5.09,0.46,1.11,2892,32,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,Spark_Ads,10/10/2026,18-24,Female,27.3,9.22,0.39,2.38,2960,70,1,27.3,EUR
TT_LETO26_BrandAware,1789010001,InFeed_Prospecting,06/28/2026,45-54,Male,13.95,4.62,0.31,1.48,3022,45,0,,EUR
TT_LETO26_BrandAware,1789010001,InFeed_Retarget,07/15/2026,55-64,Male,4.96,4.91,0.31,1.63,1011,16,0,,EUR
TT_LETO26_BrandAware,1789010001,InFeed_Retarget,07/27/2026,65+,Male,7.68,10.07,0.48,2.15,763,16,0,,EUR
TT_LETO26_BrandAware,1789010001,InFeed_Prospecting,08/13/2026,55-64,Male,31.68,8.55,0.44,1.93,3705,72,0,,EUR
TT_LETO26_BrandAware,1789010001,Spark_Awareness,06/17/2026,35-44,Male,19.5,4.92,0.39,1.27,3967,50,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,TopView,09/04/2026,25-34,Male,46.48,5.72,0.56,1.02,8132,83,0,,EUR
TT_LETO26_BrandAware,1789010001,Spark_Awareness,08/05/2026,18-24,Male,12.42,5.41,0.46,1.18,2296,27,0,,EUR
TT_LETO26_BrandAware,1789010001,InFeed_Prospecting,07/01/2026,45-54,Female,18.33,4.08,0.39,1.06,4490,47,0,,EUR
TT_LETO26_BrandAware,1789010001,InFeed_Retarget,07/12/2026,18-24,Male,9.4,9.13,0.47,1.92,1030,20,0,,EUR
TT_LETO26_BrandAware,1789010001,InFeed_Retarget,07/26/2026,35-44,Female,10.8,8.61,0.3,2.89,1254,36,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,InFeed_Launch,10/13/2026,55-64,Female,8.19,5.47,0.39,1.39,1496,21,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,TopView,09/01/2026,18-24,Female,12.69,3.26,0.47,0.68,3887,27,0,,EUR
TT_LETO26_BrandAware,1789010001,InFeed_Retarget,07/19/2026,65+,Male,9.68,11.62,0.44,2.62,833,22,0,,EUR
TT_LETO26_BrandAware,1789010001,InFeed_Prospecting,07/09/2026,45-54,Female,19.38,7.18,0.38,1.89,2700,51,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,InFeed_Launch,09/16/2026,65+,Male,5.92,5.38,0.37,1.45,1101,16,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,TopView,08/17/2026,25-34,Female,32.13,5.84,0.63,0.93,5504,51,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,TopView,09/11/2026,35-44,Male,30.6,5.5,0.45,1.23,5568,68,0,,EUR
TT_LETO26_BrandAware,1789010001,InFeed_Prospecting,06/22/2026,18-24,Female,8.0,3.55,0.32,1.09,2252,25,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,Spark_Ads,10/16/2026,65+,Male,14.04,5.35,0.39,1.39,2623,36,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,InFeed_Launch,10/14/2026,25-34,Female,24.32,9.9,0.38,2.59,2457,64,1,24.32,EUR
TT_LETO26_BrandAware,1789010001,InFeed_Prospecting,07/18/2026,35-44,Female,17.5,3.81,0.25,1.52,4593,70,0,,EUR
TT_LETO26_BrandAware,1789010001,InFeed_Retarget,08/11/2026,25-34,Male,9.3,7.66,0.31,2.5,1214,30,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,TopView,09/19/2026,35-44,Male,29.64,3.54,0.57,0.63,8381,52,0,,EUR
TT_LETO26_BrandAware,1789010001,InFeed_Retarget,07/04/2026,25-34,Female,17.94,11.7,0.39,2.98,1533,46,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,InFeed_Launch,10/10/2026,35-44,Male,11.9,4.64,0.34,1.37,2563,35,0,,EUR
TT_LETO26_BrandAware,1789010001,Spark_Awareness,06/03/2026,55-64,Male,5.89,4.0,0.31,1.32,1471,19,0,,EUR
TT_LETO26_BrandAware,1789010001,InFeed_Retarget,06/04/2026,18-24,Female,5.95,6.09,0.35,1.79,977,17,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,Spark_Ads,09/22/2026,35-44,Male,43.92,8.24,0.36,2.28,5331,122,1,43.92,EUR
TT_LETO26_BrandAware,1789010001,InFeed_Retarget,06/25/2026,65+,Female,8.19,11.82,0.39,2.99,693,21,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,TopView,10/07/2026,65+,Female,15.75,5.32,0.63,0.84,2962,25,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,TopView,09/27/2026,65+,Male,10.0,4.99,0.4,1.24,2006,25,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,TopView,10/19/2026,45-54,Female,29.4,5.32,0.6,0.89,5525,49,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,TopView,08/26/2026,25-34,Female,40.95,7.82,0.63,1.24,5237,65,0,,EUR
TT_LETO26_BrandAware,1789010001,InFeed_Retarget,07/20/2026,65+,Female,4.55,7.36,0.35,2.03,618,13,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,Spark_Ads,10/10/2026,25-34,Female,23.78,4.75,0.29,1.65,5005,82,1,23.78,EUR
TT_PRODUKTLAUNCH26,1789010002,TopView,10/01/2026,55-64,Female,30.0,5.77,0.6,0.95,5196,50,0,,EUR
TT_LETO26_BrandAware,1789010001,Spark_Awareness,08/05/2026,25-34,Male,25.55,6.63,0.35,1.9,3854,73,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,InFeed_Launch,09/29/2026,25-34,Male,25.84,5.14,0.34,1.51,5025,76,1,25.84,EUR
TT_LETO26_BrandAware,1789010001,InFeed_Prospecting,07/11/2026,65+,Female,4.96,2.97,0.31,0.94,1672,16,0,,EUR
TT_LETO26_BrandAware,1789010001,InFeed_Retarget,06/24/2026,45-54,Female,14.57,9.04,0.47,1.92,1611,31,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,InFeed_Launch,10/20/2026,45-54,Female,22.23,8.86,0.39,2.28,2508,57,1,22.23,EUR
TT_LETO26_BrandAware,1789010001,InFeed_Retarget,06/29/2026,65+,Male,7.2,13.64,0.48,2.86,528,15,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,InFeed_Launch,08/30/2026,65+,Male,10.8,5.54,0.4,1.4,1950,27,0,,EUR
TT_LETO26_BrandAware,1789010001,Spark_Awareness,06/09/2026,55-64,Male,10.5,6.02,0.3,2.01,1743,35,0,,EUR
TT_LETO26_BrandAware,1789010001,InFeed_Prospecting,06/20/2026,45-54,Male,14.96,6.7,0.34,1.95,2234,44,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,InFeed_Launch,09/15/2026,35-44,Male,38.7,7.73,0.43,1.79,5008,90,1,38.7,EUR
TT_PRODUKTLAUNCH26,1789010002,InFeed_Launch,10/19/2026,65+,Male,9.0,7.03,0.5,1.4,1281,18,0,,EUR
TT_LETO26_BrandAware,1789010001,Spark_Awareness,07/03/2026,18-24,Male,11.47,4.09,0.37,1.12,2803,31,0,,EUR
TT_LETO26_BrandAware,1789010001,InFeed_Retarget,06/12/2026,25-34,Female,12.25,9.01,0.49,1.81,1360,25,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,InFeed_Launch,09/02/2026,55-64,Male,21.42,7.69,0.34,2.25,2786,63,1,21.42,EUR
TT_PRODUKTLAUNCH26,1789010002,TopView,09/14/2026,45-54,Female,35.19,7.04,0.51,1.38,5001,69,0,,EUR
TT_LETO26_BrandAware,1789010001,Spark_Awareness,06/07/2026,55-64,Female,7.05,6.56,0.47,1.41,1075,15,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,Spark_Ads,10/20/2026,45-54,Female,23.97,7.76,0.47,1.65,3089,51,1,23.97,EUR
TT_LETO26_BrandAware,1789010001,InFeed_Prospecting,07/18/2026,18-24,Male,8.68,3.51,0.31,1.14,2471,28,0,,EUR
TT_LETO26_BrandAware,1789010001,InFeed_Prospecting,06/27/2026,55-64,Male,22.01,6.18,0.31,1.99,3560,71,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,Spark_Ads,10/12/2026,18-24,Female,25.9,7.35,0.35,2.11,3524,74,1,25.9,EUR
TT_LETO26_BrandAware,1789010001,Spark_Awareness,07/16/2026,45-54,Male,15.84,4.61,0.33,1.41,3438,48,0,,EUR
TT_LETO26_BrandAware,1789010001,InFeed_Prospecting,07/04/2026,18-24,Female,19.2,7.11,0.4,1.77,2699,48,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,TopView,08/25/2026,55-64,Female,18.87,4.58,0.51,0.89,4116,37,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,TopView,10/22/2026,25-34,Male,39.0,5.15,0.52,0.98,7567,75,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,Spark_Ads,09/12/2026,35-44,Male,69.58,11.63,0.49,2.37,5983,142,2,34.79,EUR
TT_PRODUKTLAUNCH26,1789010002,Spark_Ads,10/08/2026,65+,Male,11.2,4.95,0.4,1.25,2261,28,0,,EUR
TT_LETO26_BrandAware,1789010001,InFeed_Prospecting,07/27/2026,35-44,Male,11.47,3.02,0.31,0.99,3796,37,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,Spark_Ads,08/21/2026,18-24,Female,12.4,5.58,0.31,1.8,2223,40,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,InFeed_Launch,10/14/2026,55-64,Male,13.3,8.02,0.38,2.09,1658,35,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,InFeed_Launch,09/18/2026,55-64,Male,28.8,9.21,0.4,2.31,3127,72,1,28.8,EUR
TT_PRODUKTLAUNCH26,1789010002,TopView,09/13/2026,25-34,Male,36.72,6.05,0.51,1.18,6074,72,0,,EUR
TT_LETO26_BrandAware,1789010001,InFeed_Retarget,07/30/2026,18-24,Male,16.28,11.39,0.44,2.58,1429,37,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,InFeed_Launch,09/17/2026,35-44,Female,18.0,5.46,0.36,1.53,3294,50,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,TopView,10/05/2026,65+,Female,15.4,5.94,0.44,1.36,2592,35,0,,EUR
TT_LETO26_BrandAware,1789010001,InFeed_Retarget,07/24/2026,35-44,Male,21.15,10.7,0.45,2.38,1977,47,0,,EUR
TT_LETO26_BrandAware,1789010001,InFeed_Retarget,07/28/2026,65+,Male,8.97,10.27,0.39,2.6,873,23,0,,EUR
TT_LETO26_BrandAware,1789010001,InFeed_Prospecting,07/22/2026,55-64,Male,19.14,6.33,0.33,1.9,3024,58,0,,EUR
TT_LETO26_BrandAware,1789010001,InFeed_Prospecting,06/13/2026,45-54,Female,13.64,4.97,0.31,1.61,2744,44,0,,EUR
TT_PRODUKTLAUNCH26,1789010002,InFeed_Launch,10/28/2026,25-34,Male,67.6,12.36,0.52,2.38,5468,130,1,67.6,EUR
TT_PRODUKTLAUNCH26,1789010002,TopView,09/17/2026,65+,Female,11.05,4.59,0.65,0.69,2409,17,0,,EUR
TT_LETO26_BrandAware,1789010001,InFeed_Prospecting,06/27/2026,18-24,Female,13.2,4.72,0.3,1.57,2794,44,0,,EUR
TT_LETO26_BrandAware,1789010001,Spark_Awareness,06/27/2026,35-44,Female,11.44,4.48,0.44,1.0,2553,26,0,,EUR
TT_LETO26_BrandAware,1789010001,Spark_Awareness,08/09/2026,55-64,Male,8.0,3.98,0.4,1.01,2009,20,0,,EUR
TT_LETO26_BrandAware,1789010001,InFeed_Prospecting,07/09/2026,65+,Female,10.75,5.0,0.43,1.15,2152,25,0,,EUR
TT_LETO26_BrandAware,1789010001,Spark_Awareness,07/26/2026,25-34,Female,18.0,5.64,0.3,1.89,3194,60,0,,EUR
TT_LETO26_BrandAware,1789010001,InFeed_Retarget,06/29/2026,45-54,Female,14.35,8.59,0.35,2.44,1671,41,0,,EUR
TT_LETO26_BrandAware,1789010001,InFeed_Retarget,06/05/2026,35-44,Female,21.07,11.1,0.49,2.25,1899,43,0,,EUR
