Campaign name,Ad set name,Ad name,Day,Age,Gender,Impressions,Reach,Frequency,Clicks (All),Link clicks,CTR (link click-through rate),CPC (cost per link click) (EUR),Amount spent (EUR),Results,Cost per results,Result type
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video_V2,Video_v1,2026-08-12,25-34,Male,3558,2011.0,1.77,90,42,1.19,0.57,23.94,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Carousel,Carousel_v1,2026-08-03,45-54,Male,1604,915.0,1.75,57,25,1.55,0.5,12.5,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Feed,Feed_v1,2026-10-18,65+,Male,1474,858.0,1.72,26,17,1.15,0.4,6.8,0.0,,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Stories,Stories_v1,2026-08-25,35-44,Male,2099,1379.0,1.52,48,23,1.1,0.44,10.12,1.0,10.12,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Carousel,Carousel_v1,2026-07-19,35-44,Female,1611,759.0,2.12,39,17,1.03,0.43,7.31,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Carousel,Carousel_v1,2026-06-22,45-54,Female,1008,522.0,1.93,28,13,1.33,0.48,6.24,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Carousel,Carousel_v1,2026-06-16,55-64,Male,1901,1436.0,1.32,57,27,1.41,0.47,12.69,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Stories,Stories_v1,2026-08-30,65+,Male,1141,523.0,2.18,44,20,1.78,0.55,11.0,1.0,11.0,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Feed,Feed_v1,2026-10-07,65+,Female,802,431.0,1.86,23,15,1.92,0.52,7.8,0.0,,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video_V2,Video_v1,2026-07-26,35-44,Female,3613,1679.0,2.15,88,62,1.71,0.5,31.0,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video,Video_v1,2026-06-27,45-54,Female,1431,797.0,1.8,25,12,0.86,0.49,5.88,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Reels,Reels_v1,2026-09-24,65+,Male,1001,537.0,1.86,38,23,2.26,0.36,8.28,1.0,8.28,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Carousel,Carousel_v1,2026-07-21,45-54,Male,1665,886.0,1.88,47,27,1.62,0.58,15.66,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Reels,Reels_v1,2026-08-30,18-24,Female,2797,1596.0,1.75,121,53,1.89,0.39,20.67,2.0,10.34,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Feed,Feed_v1,2026-09-14,25-34,Female,2998,1591.0,1.88,90,40,1.34,0.52,20.8,1.0,20.8,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video_V2,Video_v1,2026-08-01,25-34,Female,1880,959.0,1.96,43,27,1.44,0.45,12.15,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Feed,Feed_v1,2026-09-22,45-54,Female,1930,1087.0,1.78,41,21,1.07,0.56,11.76,1.0,11.76,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Reels,Reels_v1,2026-06-04,55-64,Female,2437,1617.0,1.51,88,41,1.67,0.32,13.12,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Stories,Stories_v1,2026-10-21,55-64,Male,917,438.0,2.09,29,15,1.62,0.35,5.25,0.0,,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Stories,Stories_v1,2026-08-23,25-34,Female,1500,825.0,1.82,51,26,1.72,0.35,9.1,1.0,9.1,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Feed,Feed_v1,2026-08-16,18-24,Female,2181,1214.0,1.8,47,25,1.15,0.45,11.25,1.0,11.25,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Feed,Feed_v1,2026-10-19,18-24,Male,1410,664.0,2.12,40,20,1.43,0.46,9.2,0.0,,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Carousel,Carousel_v1,2026-08-09,25-34,Male,1546,751.0,2.06,42,22,1.42,0.63,13.86,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Stories,Stories_v1,2026-08-24,55-64,Male,1572,910.0,1.73,27,18,1.15,0.54,9.72,1.0,9.72,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Feed,Feed_v1,2026-10-21,55-64,Male,2088,1451.0,1.44,65,39,1.87,0.43,16.77,1.0,16.77,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Feed,Feed_v1,2026-10-17,35-44,Male,3489,2572.0,1.36,153,68,1.94,0.48,32.64,2.0,16.32,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Reels,Reels_v1,2026-07-06,18-24,Male,1938,1213.0,1.6,29,18,0.94,0.55,9.9,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Stories,Stories_v1,2026-09-19,35-44,Male,1654,945.0,1.75,51,28,1.7,0.43,12.04,1.0,12.04,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Reels,Reels_v1,2026-09-04,35-44,Male,4708,2225.0,2.12,129,81,1.73,0.5,40.5,2.0,20.25,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Feed,Feed_v1,2026-09-02,18-24,Male,1652,882.0,1.87,28,19,1.13,0.53,10.07,0.0,,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Stories,Stories_v1,2026-09-26,65+,Male,807,579.0,1.39,22,10,1.18,0.33,3.3,0.0,,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Feed,Feed_v1,2026-09-01,35-44,Female,2030,1359.0,1.49,74,36,1.76,0.57,20.52,1.0,20.52,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video_V2,Video_v1,2026-07-06,45-54,Female,2854,1963.0,1.45,60,28,0.97,0.46,12.88,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Carousel,Carousel_v1,2026-08-12,25-34,Male,1618,763.0,2.12,42,19,1.15,0.4,7.6,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Stories,Stories_v1,2026-09-24,55-64,Female,1600,746.0,2.14,62,30,1.85,0.46,13.8,1.0,13.8,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Stories,Stories_v1,2026-09-08,25-34,Female,2293,1158.0,1.98,68,35,1.54,0.46,16.1,1.0,16.1,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Stories,Stories_v1,2026-08-21,25-34,Male,2368,1163.0,2.04,87,53,2.24,0.54,28.62,1.0,28.62,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Stories,Stories_v1,2026-09-09,55-64,Female,1433,769.0,1.86,46,31,2.13,0.56,17.36,1.0,17.36,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Carousel,Carousel_v1,2026-06-28,18-24,Female,860,484.0,1.78,34,17,1.99,0.66,11.22,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Carousel,Carousel_v1,2026-06-10,18-24,Male,1326,,,42,23,1.72,0.49,11.27,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video_V2,Video_v1,2026-07-30,65+,Female,936,474.0,1.97,30,14,1.47,0.39,5.46,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Reels,Reels_v1,2026-07-21,18-24,Female,3140,1949.0,1.61,76,34,1.08,0.48,16.32,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Carousel,Carousel_v1,2026-06-05,35-44,Male,1593,783.0,2.03,48,29,1.81,0.6,17.4,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Reels,Reels_v1,2026-06-07,25-34,Male,3127,,,125,57,1.82,0.37,21.09,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Reels,Reels_v1,2026-08-08,18-24,Female,2462,1634.0,1.51,78,38,1.53,0.47,17.86,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video_V2,Video_v1,2026-08-03,65+,Female,1159,543.0,2.13,32,18,1.57,0.6,10.8,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Carousel,Carousel_v1,2026-07-24,25-34,Female,1495,,,45,28,1.88,0.65,18.2,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video_V2,Video_v1,2026-08-13,35-44,Female,2687,1269.0,2.12,45,30,1.1,0.57,17.1,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Stories,Stories_v1,2026-10-23,25-34,Female,1437,1091.0,1.32,49,32,2.22,0.4,12.8,1.0,12.8,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Stories,Stories_v1,2026-08-28,25-34,Female,2097,975.0,2.15,71,38,1.82,0.37,14.06,1.0,14.06,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Feed,Feed_v1,2026-09-13,55-64,Male,1017,606.0,1.68,30,13,1.26,0.48,6.24,0.0,,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Reels,Reels_v1,2026-09-07,65+,Male,1569,777.0,2.02,44,22,1.38,0.39,8.58,1.0,8.58,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Reels,Reels_v1,2026-07-27,25-34,Female,3451,1959.0,1.76,113,50,1.44,0.4,20.0,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Feed,Feed_v1,2026-10-16,25-34,Male,3009,1633.0,1.84,61,35,1.16,0.42,14.7,1.0,14.7,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video_V2,Video_v1,2026-07-09,35-44,Female,2722,2021.0,1.35,34,23,0.83,0.38,8.74,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Carousel,Carousel_v1,2026-08-06,35-44,Male,1281,960.0,1.33,46,26,2.05,0.68,17.68,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Reels,Reels_v1,2026-07-04,55-64,Male,2875,1464.0,1.96,84,55,1.9,0.5,27.5,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Reels,Reels_v1,2026-07-04,18-24,Male,2663,1714.0,1.55,61,38,1.44,0.32,12.16,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Reels,Reels_v1,2026-07-23,35-44,Male,3122,1485.0,2.1,84,41,1.31,0.32,13.12,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video_V2,Video_v1,2026-08-07,45-54,Male,2054,959.0,2.14,51,30,1.46,0.57,17.1,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Reels,Reels_v1,2026-10-01,45-54,Female,2874,1503.0,1.91,60,36,1.24,0.5,18.0,1.0,18.0,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video_V2,Video_v1,2026-07-24,25-34,Female,3287,1864.0,1.76,79,45,1.38,0.55,24.75,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Carousel,Carousel_v1,2026-06-22,45-54,Male,2491,1142.0,2.18,77,36,1.46,0.68,24.48,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Feed,Feed_v1,2026-08-30,25-34,Male,3927,1812.0,2.17,127,78,1.99,0.58,45.24,2.0,22.62,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Reels,Reels_v1,2026-07-14,35-44,Female,3499,2461.0,1.42,131,58,1.66,0.54,31.32,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Reels,Reels_v1,2026-08-01,18-24,Male,3634,2060.0,1.76,76,42,1.15,0.46,19.32,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Stories,Stories_v1,2026-10-21,45-54,Male,1089,519.0,2.1,40,20,1.82,0.38,7.6,1.0,7.6,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video_V2,Video_v1,2026-08-12,55-64,Male,1870,1169.0,1.6,36,19,1.02,0.36,6.84,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Reels,Reels_v1,2026-08-27,35-44,Male,3860,2138.0,1.81,79,50,1.29,0.31,15.5,2.0,7.75,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Stories,Stories_v1,2026-08-15,55-64,Male,1630,1028.0,1.59,51,34,2.07,0.56,19.04,1.0,19.04,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Feed,Feed_v1,2026-09-16,25-34,Female,2791,1567.0,1.78,74,50,1.79,0.44,22.0,1.0,22.0,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Reels,Reels_v1,2026-10-14,35-44,Female,2667,1339.0,1.99,102,48,1.8,0.32,15.36,1.0,15.36,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video,Video_v1,2026-06-27,25-34,Female,3824,1841.0,2.08,60,31,0.8,0.61,18.91,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Reels,Reels_v1,2026-10-26,35-44,Male,2984,1640.0,1.82,99,60,2.02,0.45,27.0,2.0,13.5,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Feed,Feed_v1,2026-08-25,45-54,Male,2409,1125.0,2.14,93,46,1.92,0.55,25.3,1.0,25.3,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Carousel,Carousel_v1,2026-08-06,25-34,Male,3079,1737.0,1.77,76,37,1.2,0.68,25.16,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Stories,Stories_v1,2026-09-29,25-34,Male,3084,1796.0,1.72,126,67,2.17,0.42,28.14,2.0,14.07,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video_V2,Video_v1,2026-07-12,18-24,Male,2625,1196.0,2.19,61,37,1.42,0.56,20.72,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Reels,Reels_v1,2026-10-03,45-54,Female,3061,1425.0,2.15,103,46,1.51,0.38,17.48,1.0,17.48,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Reels,Reels_v1,2026-09-06,35-44,Female,2627,1721.0,1.53,86,55,2.09,0.51,28.05,2.0,14.03,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video_V2,Video_v1,2026-08-12,45-54,Male,3215,1495.0,2.15,105,56,1.75,0.55,30.8,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Feed,Feed_v1,2026-08-31,65+,Male,1378,836.0,1.65,48,25,1.83,0.51,12.75,1.0,12.75,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Carousel,Carousel_v1,2026-07-27,25-34,Female,1501,908.0,1.65,37,19,1.28,0.46,8.74,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Feed,Feed_v1,2026-08-24,65+,Female,1225,565.0,2.17,30,18,1.45,0.49,8.82,0.0,,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Stories,Stories_v1,2026-08-31,18-24,Male,1551,761.0,2.04,51,27,1.75,0.47,12.69,1.0,12.69,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Carousel,Carousel_v1,2026-07-30,45-54,Female,2168,1242.0,1.75,53,29,1.35,0.65,18.85,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Feed,Feed_v1,2026-09-30,35-44,Female,2875,1700.0,1.69,52,33,1.15,0.53,17.49,1.0,17.49,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video_V2,Video_v1,2026-07-26,18-24,Female,2152,981.0,2.19,35,19,0.86,0.39,7.41,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Reels,Reels_v1,2026-07-14,25-34,Female,4278,2016.0,2.12,92,40,0.94,0.46,18.4,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Reels,Reels_v1,2026-09-18,35-44,Male,2341,1095.0,2.14,57,31,1.32,0.43,13.33,1.0,13.33,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Reels,Reels_v1,2026-06-09,25-34,Male,2510,1517.0,1.65,45,25,0.99,0.37,9.25,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Reels,Reels_v1,2026-08-21,35-44,Female,2217,1118.0,1.98,83,55,2.49,0.32,17.6,2.0,8.8,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Reels,Reels_v1,2026-09-06,35-44,Male,3632,1845.0,1.97,98,51,1.39,0.44,22.44,2.0,11.22,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Reels,Reels_v1,2026-08-15,18-24,Female,3379,1633.0,2.07,112,78,2.31,0.46,35.88,2.0,17.94,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Carousel,Carousel_v1,2026-07-04,35-44,Male,2547,1797.0,1.42,57,33,1.28,0.48,15.84,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Stories,Stories_v1,2026-09-05,25-34,Male,2046,1428.0,1.43,70,32,1.59,0.45,14.4,1.0,14.4,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Reels,Reels_v1,2026-06-09,18-24,Female,1768,1130.0,1.56,49,25,1.41,0.4,10.0,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video,Video_v1,2026-06-29,35-44,Female,2798,1455.0,1.92,47,30,1.07,0.55,16.5,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Carousel,Carousel_v1,2026-06-02,35-44,Male,1938,1335.0,1.45,49,29,1.47,0.65,18.85,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Reels,Reels_v1,2026-10-10,65+,Male,1170,628.0,1.86,54,27,2.28,0.32,8.64,1.0,8.64,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Reels,Reels_v1,2026-09-30,35-44,Male,2774,1458.0,1.9,139,66,2.37,0.37,24.42,2.0,12.21,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Stories,Stories_v1,2026-08-24,55-64,Female,1680,895.0,1.88,42,20,1.17,0.57,11.4,1.0,11.4,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Carousel,Carousel_v1,2026-06-07,35-44,Female,2284,1108.0,2.06,60,28,1.21,0.45,12.6,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Carousel,Carousel_v1,2026-06-03,18-24,Female,1614,898.0,1.8,71,35,2.19,0.41,14.35,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Feed,Feed_v1,2026-10-02,45-54,Male,1708,907.0,1.88,63,31,1.84,0.47,14.57,1.0,14.57,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Carousel,Carousel_v1,2026-07-18,45-54,Male,2452,1467.0,1.67,85,52,2.13,0.62,32.24,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video,Video_v1,2026-06-02,35-44,Male,2382,1436.0,1.66,80,39,1.65,0.52,20.28,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Reels,Reels_v1,2026-08-15,45-54,Female,2597,1796.0,1.45,76,48,1.87,0.48,23.04,1.0,23.04,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Reels,Reels_v1,2026-10-09,35-44,Male,4119,2421.0,1.7,114,67,1.62,0.39,26.13,2.0,13.06,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Reels,Reels_v1,2026-08-02,45-54,Male,3887,1974.0,1.97,153,73,1.87,0.32,23.36,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Feed,Feed_v1,2026-10-12,45-54,Female,1191,773.0,1.54,31,15,1.23,0.36,5.4,0.0,,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Stories,Stories_v1,2026-08-30,45-54,Male,1123,640.0,1.75,28,16,1.41,0.41,6.56,0.0,,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Reels,Reels_v1,2026-10-23,55-64,Male,1801,1354.0,1.33,65,32,1.78,0.48,15.36,1.0,15.36,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Stories,Stories_v1,2026-10-27,18-24,Female,1394,688.0,2.03,38,17,1.24,0.5,8.5,0.0,,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Reels,Reels_v1,2026-06-02,65+,Female,1325,957.0,1.38,31,20,1.5,0.44,8.8,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Reels,Reels_v1,2026-07-28,35-44,Male,4621,2544.0,1.82,176,87,1.88,0.46,40.02,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Reels,Reels_v1,2026-08-06,25-34,Male,2560,1290.0,1.98,82,46,1.81,0.35,16.1,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Feed,Feed_v1,2026-09-13,45-54,Female,1701,891.0,1.91,59,27,1.61,0.44,11.88,1.0,11.88,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Reels,Reels_v1,2026-07-15,25-34,Male,3832,2163.0,1.77,115,64,1.66,0.5,32.0,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Reels,Reels_v1,2026-06-29,25-34,Female,3974,1845.0,2.15,96,54,1.35,0.4,21.6,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Feed,Feed_v1,2026-09-12,25-34,Male,2229,1190.0,1.87,47,24,1.07,0.56,13.44,1.0,13.44,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Feed,Feed_v1,2026-09-30,45-54,Female,2298,1062.0,2.16,87,45,1.96,0.53,23.85,1.0,23.85,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video,Video_v1,2026-06-14,35-44,Female,3344,1886.0,1.77,120,53,1.6,0.57,30.21,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video_V2,Video_v1,2026-07-21,45-54,Female,2145,1270.0,1.69,44,24,1.14,0.39,9.36,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Feed,Feed_v1,2026-10-07,45-54,Female,1872,1271.0,1.47,46,33,1.74,0.38,12.54,1.0,12.54,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Reels,Reels_v1,2026-09-05,18-24,Male,2678,1363.0,1.96,108,51,1.9,0.31,15.81,2.0,7.91,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Reels,Reels_v1,2026-09-25,18-24,Male,3114,2220.0,1.4,77,38,1.23,0.41,15.58,1.0,15.58,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Reels,Reels_v1,2026-09-21,55-64,Male,1872,941.0,1.99,52,35,1.88,0.42,14.7,1.0,14.7,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Reels,Reels_v1,2026-10-21,18-24,Male,3483,1770.0,1.97,107,65,1.88,0.34,22.1,2.0,11.05,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Reels,Reels_v1,2026-07-19,18-24,Female,2198,1071.0,2.05,65,37,1.69,0.37,13.69,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Feed,Feed_v1,2026-10-23,18-24,Male,1208,591.0,2.04,41,18,1.52,0.39,7.02,0.0,,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Reels,Reels_v1,2026-06-13,35-44,Female,2969,1910.0,1.55,103,52,1.76,0.32,16.64,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Reels,Reels_v1,2026-10-22,45-54,Male,3390,1850.0,1.83,132,84,2.48,0.47,39.48,3.0,13.16,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Reels,Reels_v1,2026-08-28,45-54,Male,2687,1300.0,2.07,63,38,1.42,0.36,13.68,1.0,13.68,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Reels,Reels_v1,2026-06-17,65+,Female,1040,593.0,1.75,37,17,1.62,0.48,8.16,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Reels,Reels_v1,2026-08-22,45-54,Female,1953,1215.0,1.61,53,31,1.58,0.4,12.4,1.0,12.4,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Stories,Stories_v1,2026-09-05,65+,Male,596,313.0,1.9,18,10,1.61,0.52,5.2,0.0,,Website purchases
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Stories,Stories_v1,2026-09-07,65+,Male,1121,596.0,1.88,27,17,1.56,0.44,7.48,0.0,,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video_V2,Video_v1,2026-07-30,35-44,Male,3039,2000.0,1.52,105,54,1.79,0.4,21.6,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video_V2,Video_v1,2026-08-04,25-34,Female,3580,2409.0,1.49,63,40,1.11,0.37,14.8,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video,Video_v1,2026-06-09,55-64,Female,1709,1059.0,1.61,20,14,0.81,0.55,7.7,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Feed,Feed_v1,2026-09-09,45-54,Female,2461,1298.0,1.9,68,40,1.65,0.53,21.2,1.0,21.2,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Reels,Reels_v1,2026-06-21,55-64,Male,2867,1447.0,1.98,74,49,1.7,0.42,20.58,,,
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Video_V2,Video_v1,2026-07-16,45-54,Female,2610,1899.0,1.37,50,27,1.05,0.57,15.39,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Feed,Feed_v1,2026-09-22,35-44,Male,1849,1359.0,1.36,32,20,1.07,0.58,11.6,0.0,,Website purchases
SK_BrandAwareness_Leto26_META,SK_BrandAwareness_Leto26_META_Reels,Reels_v1,2026-08-08,25-34,Female,3822,2630.0,1.45,54,38,1.0,0.34,12.92,,,
SK_ProduktLaunch26_META,SK_ProduktLaunch26_META_Reels,Reels_v1,2026-09-27,25-34,Female,2857,1963.0,1.46,80,41,1.44,0.45,18.45,1.0,18.45,Website purchases
