Advertiser,Campaign,Insertion Order,Line Item,Date,Device Type,Region,Impressions,Clicks,Click Rate,Total Media Cost (Advertiser Currency),Total Conversions,Active View Viewable Impressions
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Prospecting,20260831,Desktop,Ostatné SR,9162,46,0.5%,37.66,0.0,6756
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Retarget,20260815,Desktop,Košický kraj,5857,38,0.64%,17.95,0.0,4199
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Native_Prospecting,20260913,Connected TV,Bratislavský kraj,4935,20,0.41%,13.92,,3454
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Native_Prospecting,20260930,Connected TV,Ostatné SR,3520,23,0.64%,7.88,0.0,2106
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Prospecting,20260928,Tablet,Košický kraj,2793,9,0.3%,5.44,,1546
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Retarget,20260925,Connected TV,Košický kraj,7745,40,0.51%,34.27,0.0,6038
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Audio_Awareness,20260925,Mobile,Košický kraj,8929,34,0.38%,13.75,,5005
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Prospecting,20261010,Connected TV,Košický kraj,8326,49,0.59%,31.39,0.0,5517
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Prospecting,20260818,Tablet,Košický kraj,7202,41,0.57%,29.2,0.0,5385
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Audio_Awareness,20260829,Mobile,Ostatné SR,12706,46,0.36%,28.17,,8477
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Native_Prospecting,20260831,Connected TV,Košický kraj,3075,14,0.47%,7.94,0.0,1858
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Native_Prospecting,20261017,Connected TV,Bratislavský kraj,5355,35,0.66%,16.12,,3142
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Prospecting,20260913,Tablet,Bratislavský kraj,9228,37,0.4%,21.92,,6992
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Retarget,20261028,Mobile,Košický kraj,11952,41,0.35%,26.34,,8895
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Prospecting,20260904,Connected TV,Bratislavský kraj,7254,29,0.39%,13.28,,4011
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Retarget,20260905,Connected TV,Košický kraj,8968,75,0.83%,35.17,,6920
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Prospecting,20260930,Connected TV,Košický kraj,8220,46,0.56%,21.05,,5863
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Retarget,20260903,Connected TV,Košický kraj,4796,25,0.53%,15.02,,3585
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Audio_Awareness,20260919,Mobile,Ostatné SR,6711,33,0.5%,10.78,,4484
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Prospecting,20260930,Desktop,Bratislavský kraj,13267,68,0.51%,45.48,,7340
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Prospecting,20261007,Mobile,Bratislavský kraj,21800,76,0.35%,49.45,,12948
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Native_Prospecting,20260916,Desktop,Bratislavský kraj,13453,72,0.54%,45.39,,10166
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Retarget,20260820,Connected TV,Bratislavský kraj,10988,58,0.53%,26.97,,6168
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Audio_Awareness,20260923,Mobile,Ostatné SR,11280,24,0.21%,22.31,,8626
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Retarget,20260817,Connected TV,Ostatné SR,9790,99,1.01%,39.0,,6009
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Prospecting,20261020,Mobile,Ostatné SR,10895,52,0.48%,27.3,0.0,7995
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Audio_Awareness,20260815,Tablet,Ostatné SR,5586,23,0.42%,10.64,0.0,3094
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Retarget,20260906,Mobile,Košický kraj,13740,131,0.95%,49.71,,9196
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Retarget,20261022,Tablet,Ostatné SR,4367,26,0.6%,11.6,0.0,3207
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Prospecting,20261017,Connected TV,Košický kraj,5019,40,0.81%,21.48,,3240
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Prospecting,20260819,Tablet,Bratislavský kraj,5728,27,0.47%,10.74,0.0,4019
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Native_Prospecting,20260823,Desktop,Košický kraj,4891,22,0.44%,10.79,,2770
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Prospecting,20261026,Desktop,Bratislavský kraj,17472,79,0.45%,33.53,0.0,12788
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Audio_Awareness,20260830,Tablet,Bratislavský kraj,6506,14,0.22%,10.82,0.0,3877
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Audio_Awareness,20261024,Mobile,Bratislavský kraj,8418,25,0.3%,20.5,,5528
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Retarget,20261022,Connected TV,Ostatné SR,8693,39,0.45%,25.61,,5487
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Prospecting,20260924,Connected TV,Košický kraj,8089,44,0.55%,28.2,,5378
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Retarget,20260902,Connected TV,Košický kraj,5175,26,0.51%,15.6,,3644
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Native_Prospecting,20260831,Desktop,Ostatné SR,7376,32,0.44%,26.13,0.0,4402
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Native_Prospecting,20260912,Mobile,Ostatné SR,9752,49,0.5%,22.46,,6737
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Retarget,20260923,Desktop,Košický kraj,6649,24,0.36%,15.4,,4442
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Prospecting,20260921,Connected TV,Bratislavský kraj,15244,126,0.83%,65.09,,9567
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Native_Prospecting,20260918,Mobile,Košický kraj,7984,37,0.46%,21.46,,4768
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Retarget,20260829,Desktop,Košický kraj,6441,36,0.56%,32.45,0.0,4603
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Native_Prospecting,20260911,Connected TV,Bratislavský kraj,9058,45,0.49%,22.64,0.0,5010
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Prospecting,20260915,Connected TV,Bratislavský kraj,15396,98,0.64%,72.13,,9773
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Prospecting,20260816,Desktop,Ostatné SR,14093,73,0.52%,47.42,,8219
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Prospecting,20260907,Connected TV,Bratislavský kraj,11748,44,0.37%,36.32,,6621
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Audio_Awareness,20260823,Desktop,Bratislavský kraj,8735,24,0.27%,16.27,0.0,5206
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Prospecting,20261011,Tablet,Košický kraj,3312,9,0.26%,7.25,0.0,2258
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Prospecting,20261018,Tablet,Košický kraj,5526,18,0.32%,10.66,,3413
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Audio_Awareness,20261015,Desktop,Ostatné SR,5381,12,0.23%,13.0,,3833
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Prospecting,20261015,Mobile,Bratislavský kraj,24727,115,0.47%,112.73,,17911
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Native_Prospecting,20260930,Mobile,Ostatné SR,13801,110,0.79%,49.47,0.0,7615
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Native_Prospecting,20260928,Mobile,Ostatné SR,9457,68,0.72%,23.3,0.0,6085
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Prospecting,20261011,Tablet,Bratislavský kraj,9299,57,0.62%,33.58,,5579
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Prospecting,20260831,Desktop,Košický kraj,12147,59,0.48%,26.46,0.0,8066
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Prospecting,20261008,Tablet,Ostatné SR,7738,55,0.71%,33.21,0.0,4954
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Prospecting,20260922,Connected TV,Košický kraj,4791,15,0.32%,12.53,0.0,3382
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Prospecting,20260823,Connected TV,Bratislavský kraj,13821,116,0.84%,48.11,0.0,10091
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Retarget,20261001,Mobile,Košický kraj,8550,46,0.54%,18.95,,5780
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Retarget,20260819,Desktop,Ostatné SR,9724,44,0.45%,29.46,,6144
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Audio_Awareness,20261013,Connected TV,Bratislavský kraj,8425,23,0.27%,20.58,0.0,6666
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Audio_Awareness,20260919,Desktop,Košický kraj,9271,42,0.46%,23.8,,7287
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Prospecting,20261001,Desktop,Ostatné SR,13671,73,0.54%,42.34,,8120
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Audio_Awareness,20260906,Desktop,Košický kraj,6597,25,0.38%,12.83,,3748
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Audio_Awareness,20260830,Tablet,Košický kraj,4476,14,0.31%,9.55,0.0,2720
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Retarget,20261004,Tablet,Ostatné SR,3090,11,0.36%,9.17,,2126
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Audio_Awareness,20261013,Tablet,Košický kraj,3502,15,0.43%,5.78,,2067
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Retarget,20260909,Connected TV,Košický kraj,6713,47,0.7%,24.0,,4633
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Retarget,20260815,Desktop,Bratislavský kraj,15589,63,0.4%,50.07,,10405
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Retarget,20260914,Mobile,Bratislavský kraj,12245,134,1.09%,44.54,0.0,7404
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Prospecting,20260909,Tablet,Bratislavský kraj,5040,18,0.36%,13.64,0.0,3663
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Audio_Awareness,20260915,Desktop,Bratislavský kraj,13386,55,0.41%,22.29,,9348
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Prospecting,20260915,Mobile,Košický kraj,17148,109,0.64%,85.05,,10352
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Retarget,20260830,Connected TV,Košický kraj,8186,55,0.67%,40.35,,6403
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Retarget,20261021,Mobile,Ostatné SR,18738,100,0.53%,85.37,0.0,13705
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Prospecting,20260917,Mobile,Košický kraj,7820,23,0.29%,16.44,,6104
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Prospecting,20261014,Desktop,Košický kraj,12501,86,0.69%,37.64,,9242
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Prospecting,20261028,Connected TV,Ostatné SR,11545,97,0.84%,48.23,0.0,7964
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Retarget,20260904,Connected TV,Ostatné SR,8000,49,0.61%,26.02,,6013
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Native_Prospecting,20260914,Tablet,Ostatné SR,5090,30,0.6%,15.73,0.0,3289
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Audio_Awareness,20260913,Connected TV,Košický kraj,4153,19,0.45%,9.36,0.0,3013
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Retarget,20261017,Connected TV,Košický kraj,3641,13,0.35%,8.1,0.0,2281
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Retarget,20260918,Mobile,Ostatné SR,10341,42,0.4%,24.05,,5735
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Native_Prospecting,20260908,Connected TV,Ostatné SR,3423,25,0.73%,10.62,,2315
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Audio_Awareness,20260910,Mobile,Ostatné SR,9894,39,0.4%,22.45,,5920
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Native_Prospecting,20260907,Connected TV,Bratislavský kraj,8626,60,0.69%,25.91,0.0,5826
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Retarget,20261001,Mobile,Ostatné SR,13658,45,0.33%,28.26,,10729
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Prospecting,20261013,Desktop,Bratislavský kraj,14225,125,0.88%,59.05,,9074
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Prospecting,20260830,Mobile,Košický kraj,6810,31,0.45%,14.67,,3791
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Retarget,20260928,Desktop,Košický kraj,5986,32,0.53%,23.27,,4302
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Prospecting,20260818,Desktop,Ostatné SR,9313,40,0.43%,26.21,,6450
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Retarget,20261005,Mobile,Košický kraj,9864,67,0.68%,50.42,0.0,7094
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Retarget,20260903,Connected TV,Ostatné SR,6665,37,0.55%,16.41,0.0,4579
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Native_Prospecting,20261013,Connected TV,Ostatné SR,6081,32,0.53%,16.89,0.0,3388
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Audio_Awareness,20261020,Desktop,Košický kraj,9149,34,0.37%,14.34,,5287
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Audio_Awareness,20260928,Tablet,Bratislavský kraj,6588,28,0.43%,16.6,,4941
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Audio_Awareness,20261021,Desktop,Bratislavský kraj,15157,59,0.39%,34.79,,8899
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Prospecting,20261001,Tablet,Košický kraj,3838,15,0.4%,7.24,,2265
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Retarget,20261026,Tablet,Košický kraj,3909,39,1.01%,15.99,,2635
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Native_Prospecting,20260823,Connected TV,Bratislavský kraj,9381,66,0.7%,21.57,,6468
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Prospecting,20260923,Connected TV,Bratislavský kraj,12196,38,0.31%,32.25,,7577
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Prospecting,20261013,Connected TV,Bratislavský kraj,9093,43,0.48%,25.3,0.0,5337
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Prospecting,20260822,Connected TV,Ostatné SR,8257,40,0.48%,17.16,0.0,5187
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Retarget,20260904,Connected TV,Ostatné SR,4834,25,0.52%,10.44,0.0,3642
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Retarget,20260823,Desktop,Ostatné SR,12896,72,0.56%,40.72,,10161
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Audio_Awareness,20260827,Connected TV,Košický kraj,6593,32,0.48%,14.25,,4502
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Audio_Awareness,20260904,Mobile,Košický kraj,9913,24,0.24%,21.02,,6843
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Audio_Awareness,20260830,Connected TV,Ostatné SR,5403,19,0.36%,13.52,,3713
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Audio_Awareness,20261010,Tablet,Bratislavský kraj,4792,12,0.25%,11.39,0.0,3179
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Native_Prospecting,20260906,Desktop,Ostatné SR,6193,27,0.44%,17.41,,3495
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Prospecting,20260824,Tablet,Bratislavský kraj,10824,93,0.86%,52.35,0.0,8645
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Audio_Awareness,20260914,Mobile,Bratislavský kraj,11575,57,0.49%,27.7,0.0,6876
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Retarget,20260905,Desktop,Košický kraj,9282,31,0.33%,19.9,,5906
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Prospecting,20261003,Desktop,Košický kraj,8341,46,0.55%,23.86,,5249
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Prospecting,20260820,Mobile,Bratislavský kraj,19124,64,0.34%,56.98,0.0,10745
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Native_Prospecting,20260903,Connected TV,Košický kraj,4731,21,0.45%,17.53,0.0,3130
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Prospecting,20260819,Connected TV,Košický kraj,6748,32,0.48%,26.29,,4767
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Retarget,20260925,Connected TV,Ostatné SR,7577,61,0.81%,38.07,,5665
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Prospecting,20261023,Tablet,Ostatné SR,3622,20,0.55%,7.22,,2853
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Audio_Awareness,20260831,Mobile,Bratislavský kraj,9924,45,0.45%,21.47,,7465
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Retarget,20260930,Desktop,Ostatné SR,9245,86,0.93%,34.52,,5393
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Prospecting,20261018,Desktop,Košický kraj,7815,54,0.68%,28.5,,5307
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Native_Prospecting,20260815,Tablet,Ostatné SR,4679,24,0.52%,15.82,,2688
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Native_Prospecting,20261015,Mobile,Košický kraj,11197,56,0.5%,36.01,,7089
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Prospecting,20260902,Connected TV,Košický kraj,9354,46,0.49%,42.73,,6830
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Prospecting,20260926,Tablet,Bratislavský kraj,6914,24,0.35%,15.12,,3863
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Retarget,20260911,Desktop,Bratislavský kraj,10052,53,0.52%,33.89,0.0,7927
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Native_Prospecting,20261015,Tablet,Bratislavský kraj,4199,28,0.67%,9.42,,2353
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Native_Prospecting,20260819,Desktop,Bratislavský kraj,14088,92,0.65%,43.99,,9616
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Retarget,20261020,Mobile,Ostatné SR,15994,107,0.67%,33.95,,12757
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Retarget,20260919,Mobile,Košický kraj,11430,42,0.37%,36.52,,8187
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Audio_Awareness,20260916,Tablet,Košický kraj,4406,10,0.22%,8.27,,3181
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Prospecting,20260824,Mobile,Ostatné SR,10264,83,0.8%,36.74,,7224
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Audio_Awareness,20260906,Desktop,Ostatné SR,10553,26,0.25%,19.01,,7771
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Prospecting,20261017,Mobile,Košický kraj,10836,45,0.41%,37.17,,7992
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Retarget,20261008,Desktop,Bratislavský kraj,15245,149,0.98%,56.16,0.0,12093
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Retarget,20261006,Desktop,Ostatné SR,10140,45,0.44%,30.66,,7046
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Native_Prospecting,20261016,Tablet,Košický kraj,4770,22,0.47%,12.99,,2691
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Prospecting,20260912,Desktop,Košický kraj,7004,28,0.4%,18.11,,4796
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Audio_Awareness,20260922,Tablet,Košický kraj,4820,24,0.49%,10.41,0.0,3498
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Native_Prospecting,20260901,Connected TV,Košický kraj,5814,29,0.51%,20.77,,4279
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Audio_Awareness,20261019,Connected TV,Košický kraj,4538,20,0.43%,7.83,,2593
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Prospecting,20261026,Mobile,Ostatné SR,12905,76,0.59%,34.63,,9319
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Audio_Awareness,20261008,Mobile,Košický kraj,11072,41,0.37%,17.56,,8363
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Prospecting,20260916,Mobile,Košický kraj,16957,101,0.59%,71.66,0.0,12206
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Retarget,20261014,Tablet,Bratislavský kraj,5338,47,0.88%,27.47,0.0,3762
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Prospecting,20261019,Tablet,Ostatné SR,7921,45,0.56%,26.22,0.0,6096
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Prospecting,20261026,Desktop,Ostatné SR,8882,66,0.74%,30.66,,5982
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Display,LI_Display_Prospecting,20261024,Connected TV,Bratislavský kraj,10366,41,0.4%,29.04,0.0,8222
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Audio_Awareness,20260927,Connected TV,Bratislavský kraj,7167,19,0.27%,15.7,0.0,4023
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Retarget,20260929,Mobile,Košický kraj,15539,114,0.73%,69.87,0.0,11581
Energy_Client_SK,ProduktLaunch26_Programmatic,IO_ProduktLaunch26_Video,LI_Video_Prospecting,20260924,Mobile,Košický kraj,17491,97,0.55%,84.34,,12429
